Subscriber ID,Show,Episodes Watched,Episode Length (m),Total Mins watched,
1075,Weeds,0.20,30,6,1075
1075,Pony,0.10,30,3,1075
1075,Lorax,0.07,30,2,1075
1074,Walking Dead,3.18,40,127,1074
1074,Lost,1.42,45,64,1074
1074,Weeds,0.13,30,4,1074
1074,Pony,0.13,30,4,1074
1074,Lorax,0.13,30,4,1074
1074,Mad Men,0.18,45,8,1074
1073,Walking Dead,2.98,40,119,1073
1073,Lost,1.20,45,54,1073
1073,Weeds,0.23,30,7,1073
1073,Mad Men,0.40,45,18,1073
1073,Pony,0.03,30,1,1073
1073,Lorax,0.03,30,1,1073
1072,Walking Dead,2.97,40,119,1072
1072,Lost,1.11,45,50,1072
1072,Weeds,0.13,30,4,1072
1072,Mad Men,0.13,45,6,1072
1072,Pony,0.07,30,2,1072
1072,Lorax,0.07,30,2,1072
1071,Walking Dead,2.98,40,119,1071
1071,Lost,1.07,45,48,1071
1071,Weeds,0.17,30,5,1071
1071,Lorax,0.17,30,5,1071
1071,Pony,0.13,30,4,1071
1071,Mad Men,0.04,45,2,1071
1070,Walking Dead,3.33,40,133,1070
1070,Lost,1.64,45,74,1070
1070,Weeds,0.23,30,7,1070
1070,Mad Men,0.44,45,20,1070
1070,Lorax,0.13,30,4,1070
1070,Pony,0.10,30,3,1070
1069,Walking Dead,3.22,40,129,1069
1069,Lost,1.36,45,61,1069
1069,Pony,0.17,30,5,1069
1069,Lorax,0.17,30,5,1069
1069,Weeds,0.13,30,4,1069
1069,Mad Men,0.04,45,2,1069
1068,Walking Dead,3.07,40,123,1068
1068,Lost,1.27,45,57,1068
1068,Weeds,0.30,30,9,1068
1068,Mad Men,0.49,45,22,1068
1068,Pony,0.03,30,1,1068
1068,Lorax,0.00,30,0,1068
1067,Walking Dead,2.80,40,112,1067
1067,Lost,0.87,45,39,1067
1067,Weeds,0.40,30,12,1067
1067,Mad Men,0.58,45,26,1067
1067,Pony,0.23,30,7,1067
1067,Lorax,0.17,30,5,1067
1066,Walking Dead,2.60,40,104,1066
1066,Lost,0.87,45,39,1066
1066,Pony,0.20,30,6,1066
1066,Weeds,0.17,30,5,1066
1066,Lorax,0.17,30,5,1066
1066,Mad Men,0.27,45,12,1066
1065,Walking Dead,3.22,40,129,1065
1065,Lost,1.27,45,57,1065
1065,Weeds,0.20,30,6,1065
1065,Pony,0.13,30,4,1065
1065,Lorax,0.07,30,2,1065
1065,Mad Men,0.04,45,2,1065
1064,Walking Dead,2.68,40,107,1064
1064,Lost,0.78,45,35,1064
1064,Mad Men,0.67,45,30,1064
1064,Weeds,0.33,30,10,1064
1064,Pony,0.17,30,5,1064
1064,Lorax,0.07,30,2,1064
1063,Walking Dead,3.25,40,130,1063
1063,Lost,1.31,45,59,1063
1063,Weeds,0.17,30,5,1063
1063,Mad Men,0.27,45,12,1063
1063,Pony,0.10,30,3,1063
1063,Lorax,0.03,30,1,1063
1062,Walking Dead,2.58,40,103,1062
1062,Lost,0.71,45,32,1062
1062,Weeds,0.27,30,8,1062
1062,Mad Men,0.49,45,22,1062
1062,Pony,0.10,30,3,1062
1062,Lorax,0.10,30,3,1062
1061,Walking Dead,3.07,40,123,1061
1061,Lost,1.36,45,61,1061
1061,Weeds,0.30,30,9,1061
1061,Mad Men,0.58,45,26,1061
1061,Pony,0.20,30,6,1061
1061,Lorax,0.13,30,4,1061
1060,Walking Dead,2.95,40,118,1060
1060,Lost,1.07,45,48,1060
1060,Weeds,0.20,30,6,1060
1060,Mad Men,0.27,45,12,1060
1060,Lorax,0.10,30,3,1060
1060,Pony,0.07,30,2,1060
1059,Walking Dead,2.85,40,114,1059
1059,Lost,0.91,45,41,1059
1059,Weeds,0.47,30,14,1059
1059,Lorax,0.27,30,8,1059
1059,Mad Men,0.49,45,22,1059
1059,Pony,0.23,30,7,1059
1058,Walking Dead,3.13,40,125,1058
1058,Lost,1.18,45,53,1058
1058,Pony,0.10,30,3,1058
1058,Lorax,0.10,30,3,1058
1058,Weeds,0.03,30,1,1058
1058,Mad Men,0.04,45,2,1058
1057,Walking Dead,3.08,40,123,1057
1057,Lost,1.29,45,58,1057
1057,Weeds,0.17,30,5,1057
1057,Pony,0.13,30,4,1057
1057,Mad Men,0.22,45,10,1057
1057,Lorax,0.10,30,3,1057
1056,Walking Dead,2.90,40,116,1056
1056,Lost,1.09,45,49,1056
1056,Pony,0.13,30,4,1056
1056,Weeds,0.10,30,3,1056
1056,Lorax,0.10,30,3,1056
1056,Mad Men,0.09,45,4,1056
1055,Walking Dead,2.93,40,117,1055
1055,Lost,1.22,45,55,1055
1055,Weeds,0.37,30,11,1055
1055,Mad Men,0.58,45,26,1055
1055,Lorax,0.13,30,4,1055
1055,Pony,0.10,30,3,1055
1054,Walking Dead,3.17,40,127,1054
1054,Lost,1.44,45,65,1054
1054,Mad Men,0.44,45,20,1054
1054,Weeds,0.20,30,6,1054
1054,Pony,0.17,30,5,1054
1054,Lorax,0.17,30,5,1054
1053,Walking Dead,2.95,40,118,1053
1053,Lost,1.20,45,54,1053
1053,Weeds,0.27,30,8,1053
1053,Pony,0.20,30,6,1053
1053,Lorax,0.17,30,5,1053
1053,Mad Men,0.22,45,10,1053
1052,Walking Dead,2.90,40,116,1052
1052,Lost,1.07,45,48,1052
1052,Weeds,0.30,30,9,1052
1052,Pony,0.30,30,9,1052
1052,Mad Men,0.53,45,24,1052
1052,Lorax,0.17,30,5,1052
1051,Walking Dead,3.12,40,125,1051
1051,Lost,1.33,45,60,1051
1051,Weeds,0.23,30,7,1051
1051,Mad Men,0.31,45,14,1051
1051,Pony,0.03,30,1,1051
1051,Lorax,0.03,30,1,1051
1050,Walking Dead,2.63,40,105,1050
1050,Lost,0.73,45,33,1050
1050,Pony,0.17,30,5,1050
1050,Mad Men,0.22,45,10,1050
1050,Weeds,0.10,30,3,1050
1050,Lorax,0.07,30,2,1050
1049,Walking Dead,2.97,40,119,1049
1049,Lost,1.13,45,51,1049
1049,Weeds,0.23,30,7,1049
1049,Mad Men,0.31,45,14,1049
1049,Lorax,0.10,30,3,1049
1049,Pony,0.07,30,2,1049
1048,Walking Dead,3.03,40,121,1048
1048,Lost,1.22,45,55,1048
1048,Pony,0.13,30,4,1048
1048,Weeds,0.10,30,3,1048
1048,Lorax,0.10,30,3,1048
1048,Mad Men,0.00,45,0,1048
1047,Walking Dead,3.33,40,133,1047
1047,Lost,1.56,45,70,1047
1047,Pony,0.17,30,5,1047
1047,Lorax,0.13,30,4,1047
1047,Mad Men,0.00,45,0,1047
1047,Weeds,0.00,30,0,1047
1046,Walking Dead,2.73,40,109,1046
1046,Lost,0.82,45,37,1046
1046,Weeds,0.30,30,9,1046
1046,Mad Men,0.58,45,26,1046
1046,Pony,0.23,30,7,1046
1046,Lorax,0.13,30,4,1046
1045,Walking Dead,3.15,40,126,1045
1045,Lost,1.47,45,66,1045
1045,Weeds,0.23,30,7,1045
1045,Pony,0.13,30,4,1045
1045,Mad Men,0.22,45,10,1045
1045,Lorax,0.10,30,3,1045
1044,Walking Dead,2.50,40,100,1044
1044,Lost,0.53,45,24,1044
1044,Pony,0.20,30,6,1044
1044,Lorax,0.17,30,5,1044
1044,Weeds,0.10,30,3,1044
1044,Mad Men,0.18,45,8,1044
1043,Walking Dead,3.45,40,138,1043
1043,Lost,1.73,45,78,1043
1043,Lorax,0.20,30,6,1043
1043,Weeds,0.13,30,4,1043
1043,Pony,0.10,30,3,1043
1043,Mad Men,0.04,45,2,1043
1042,Walking Dead,3.23,40,129,1042
1042,Lost,1.36,45,61,1042
1042,Mad Men,0.40,45,18,1042
1042,Weeds,0.20,30,6,1042
1042,Lorax,0.10,30,3,1042
1042,Pony,0.07,30,2,1042
1041,Walking Dead,2.80,40,112,1041
1041,Lost,1.02,45,46,1041
1041,Mad Men,0.44,45,20,1041
1041,Weeds,0.20,30,6,1041
1041,Lorax,0.10,30,3,1041
1041,Pony,0.07,30,2,1041
1040,Walking Dead,3.03,40,121,1040
1040,Lost,1.02,45,46,1040
1040,Pony,0.20,30,6,1040
1040,Mad Men,0.36,45,16,1040
1040,Weeds,0.17,30,5,1040
1040,Lorax,0.13,30,4,1040
1039,Walking Dead,3.00,40,120,1039
1039,Lost,1.20,45,54,1039
1039,Weeds,0.30,30,9,1039
1039,Mad Men,0.49,45,22,1039
1039,Lorax,0.17,30,5,1039
1039,Pony,0.07,30,2,1039
1038,Walking Dead,2.50,40,100,1038
1038,Lost,0.51,45,23,1038
1038,Weeds,0.20,30,6,1038
1038,Pony,0.20,30,6,1038
1038,Lorax,0.17,30,5,1038
1038,Mad Men,0.27,45,12,1038
1037,Walking Dead,3.10,40,124,1037
1037,Lost,1.27,45,57,1037
1037,Pony,0.27,30,8,1037
1037,Lorax,0.23,30,7,1037
1037,Weeds,0.17,30,5,1037
1037,Mad Men,0.18,45,8,1037
1036,Walking Dead,3.27,40,131,1036
1036,Lost,1.38,45,62,1036
1036,Weeds,0.23,30,7,1036
1036,Lorax,0.13,30,4,1036
1036,Mad Men,0.22,45,10,1036
1036,Pony,0.03,30,1,1036
1035,Walking Dead,2.68,40,107,1035
1035,Lost,0.67,45,30,1035
1035,Lorax,0.20,30,6,1035
1035,Pony,0.17,30,5,1035
1035,Weeds,0.07,30,2,1035
1035,Mad Men,0.00,45,0,1035
1034,Walking Dead,3.03,40,121,1034
1034,Lost,1.09,45,49,1034
1034,Weeds,0.13,30,4,1034
1034,Mad Men,0.22,45,10,1034
1034,Pony,0.07,30,2,1034
1034,Lorax,0.07,30,2,1034
1033,Walking Dead,3.22,40,129,1033
1033,Lost,1.36,45,61,1033
1033,Pony,0.17,30,5,1033
1033,Lorax,0.07,30,2,1033
1033,Mad Men,0.04,45,2,1033
1033,Weeds,0.00,30,0,1033
1032,Walking Dead,3.22,40,129,1032
1032,Lost,1.44,45,65,1032
1032,Pony,0.17,30,5,1032
1032,Lorax,0.13,30,4,1032
1032,Mad Men,0.18,45,8,1032
1032,Weeds,0.07,30,2,1032
1031,Walking Dead,3.02,40,121,1031
1031,Lost,1.13,45,51,1031
1031,Pony,0.20,30,6,1031
1031,Lorax,0.13,30,4,1031
1031,Weeds,0.10,30,3,1031
1031,Mad Men,0.04,45,2,1031
1030,Walking Dead,2.47,40,99,1030
1030,Lost,0.67,45,30,1030
1030,Weeds,0.13,30,4,1030
1030,Mad Men,0.22,45,10,1030
1030,Pony,0.07,30,2,1030
1030,Lorax,0.07,30,2,1030
1029,Walking Dead,2.57,40,103,1029
1029,Lost,0.56,45,25,1029
1029,Weeds,0.10,30,3,1029
1029,Pony,0.10,30,3,1029
1029,Lorax,0.10,30,3,1029
1029,Mad Men,0.00,45,0,1029
1028,Walking Dead,3.12,40,125,1028
1028,Lost,1.44,45,65,1028
1028,Weeds,0.37,30,11,1028
1028,Mad Men,0.53,45,24,1028
1028,Pony,0.03,30,1,1028
1028,Lorax,0.03,30,1,1028
1027,Walking Dead,3.00,40,120,1027
1027,Lost,1.24,45,56,1027
1027,Weeds,0.23,30,7,1027
1027,Pony,0.20,30,6,1027
1027,Mad Men,0.36,45,16,1027
1027,Lorax,0.13,30,4,1027
1026,Walking Dead,3.30,40,132,1026
1026,Lost,1.42,45,64,1026
1026,Weeds,0.17,30,5,1026
1026,Pony,0.17,30,5,1026
1026,Mad Men,0.22,45,10,1026
1026,Lorax,0.07,30,2,1026
1025,Walking Dead,2.63,40,105,1025
1025,Lost,0.80,45,36,1025
1025,Weeds,0.27,30,8,1025
1025,Mad Men,0.49,45,22,1025
1025,Pony,0.10,30,3,1025
1025,Lorax,0.10,30,3,1025
1024,Walking Dead,2.82,40,113,1024
1024,Lost,0.93,45,42,1024
1024,Pony,0.03,30,1,1024
1024,Mad Men,0.00,45,0,1024
1024,Weeds,0.00,30,0,1024
1024,Lorax,0.00,30,0,1024
1023,Walking Dead,3.12,40,125,1023
1023,Lost,1.13,45,51,1023
1023,Pony,0.23,30,7,1023
1023,Lorax,0.10,30,3,1023
1023,Weeds,0.07,30,2,1023
1023,Mad Men,0.00,45,0,1023
1022,Walking Dead,3.48,40,139,1022
1022,Lost,1.56,45,70,1022
1022,Lorax,0.13,30,4,1022
1022,Weeds,0.10,30,3,1022
1022,Mad Men,0.13,45,6,1022
1022,Pony,0.07,30,2,1022
1021,Walking Dead,3.25,40,130,1021
1021,Lost,1.42,45,64,1021
1021,Weeds,0.13,30,4,1021
1021,Pony,0.10,30,3,1021
1021,Lorax,0.10,30,3,1021
1021,Mad Men,0.18,45,8,1021
1020,Walking Dead,3.53,40,141,1020
1020,Lost,1.76,45,79,1020
1020,Pony,0.13,30,4,1020
1020,Lorax,0.13,30,4,1020
1020,Weeds,0.03,30,1,1020
1020,Mad Men,0.04,45,2,1020
1019,Walking Dead,3.18,40,127,1019
1019,Lost,1.31,45,59,1019
1019,Weeds,0.30,30,9,1019
1019,Mad Men,0.49,45,22,1019
1019,Lorax,0.23,30,7,1019
1019,Pony,0.10,30,3,1019
1018,Walking Dead,2.83,40,113,1018
1018,Lost,0.93,45,42,1018
1018,Weeds,0.20,30,6,1018
1018,Mad Men,0.36,45,16,1018
1018,Lorax,0.13,30,4,1018
1018,Pony,0.07,30,2,1018
1017,Walking Dead,2.82,40,113,1017
1017,Lost,1.04,45,47,1017
1017,Mad Men,0.67,45,30,1017
1017,Weeds,0.33,30,10,1017
1017,Pony,0.10,30,3,1017
1017,Lorax,0.07,30,2,1017
1016,Walking Dead,3.13,40,125,1016
1016,Lost,1.36,45,61,1016
1016,Pony,0.17,30,5,1016
1016,Lorax,0.17,30,5,1016
1016,Weeds,0.03,30,1,1016
1016,Mad Men,0.00,45,0,1016
1015,Walking Dead,2.80,40,112,1015
1015,Lost,0.96,45,43,1015
1015,Mad Men,0.67,45,30,1015
1015,Weeds,0.33,30,10,1015
1015,Pony,0.10,30,3,1015
1015,Lorax,0.07,30,2,1015
1014,Walking Dead,3.28,40,131,1014
1014,Lost,1.38,45,62,1014
1014,Lorax,0.20,30,6,1014
1014,Weeds,0.10,30,3,1014
1014,Pony,0.07,30,2,1014
1014,Mad Men,0.00,45,0,1014
1013,Walking Dead,3.18,40,127,1013
1013,Lost,1.36,45,61,1013
1013,Mad Men,0.49,45,22,1013
1013,Weeds,0.23,30,7,1013
1013,Pony,0.10,30,3,1013
1013,Lorax,0.10,30,3,1013
1012,Walking Dead,2.98,40,119,1012
1012,Lost,1.16,45,52,1012
1012,Weeds,0.43,30,13,1012
1012,Mad Men,0.44,45,20,1012
1012,Lorax,0.07,30,2,1012
1012,Pony,0.03,30,1,1012
1011,Walking Dead,3.15,40,126,1011
1011,Lost,1.40,45,63,1011
1011,Mad Men,0.44,45,20,1011
1011,Weeds,0.20,30,6,1011
1011,Pony,0.17,30,5,1011
1011,Lorax,0.17,30,5,1011
1010,Walking Dead,3.22,40,129,1010
1010,Lost,1.33,45,60,1010
1010,Weeds,0.30,30,9,1010
1010,Mad Men,0.36,45,16,1010
1010,Lorax,0.03,30,1,1010
1010,Pony,0.00,30,0,1010
1009,Walking Dead,3.08,40,123,1009
1009,Lost,1.16,45,52,1009
1009,Weeds,0.23,30,7,1009
1009,Pony,0.17,30,5,1009
1009,Lorax,0.17,30,5,1009
1009,Mad Men,0.18,45,8,1009
1008,Walking Dead,3.17,40,127,1008
1008,Lost,1.29,45,58,1008
1008,Mad Men,0.53,45,24,1008
1008,Weeds,0.27,30,8,1008
1008,Pony,0.13,30,4,1008
1008,Lorax,0.10,30,3,1008
1007,Walking Dead,3.05,40,122,1007
1007,Lost,1.09,45,49,1007
1007,Mad Men,0.18,45,8,1007
1007,Weeds,0.07,30,2,1007
1007,Lorax,0.07,30,2,1007
1007,Pony,0.03,30,1,1007
1006,Walking Dead,2.75,40,110,1006
1006,Lost,0.87,45,39,1006
1006,Weeds,0.37,30,11,1006
1006,Mad Men,0.53,45,24,1006
1006,Pony,0.13,30,4,1006
1006,Lorax,0.13,30,4,1006
1005,Walking Dead,3.02,40,121,1005
1005,Lost,1.20,45,54,1005
1005,Mad Men,0.36,45,16,1005
1005,Weeds,0.17,30,5,1005
1005,Pony,0.07,30,2,1005
1005,Lorax,0.03,30,1,1005
1004,Walking Dead,2.82,40,113,1004
1004,Lost,1.07,45,48,1004
1004,Mad Men,0.31,45,14,1004
1004,Weeds,0.13,30,4,1004
1004,Lorax,0.10,30,3,1004
1004,Pony,0.07,30,2,1004
1003,Walking Dead,2.73,40,109,1003
1003,Lost,0.93,45,42,1003
1003,Lorax,0.27,30,8,1003
1003,Weeds,0.13,30,4,1003
1003,Pony,0.13,30,4,1003
1003,Mad Men,0.09,45,4,1003
1002,Walking Dead,3.17,40,127,1002
1002,Lost,1.24,45,56,1002
1002,Weeds,0.23,30,7,1002
1002,Lorax,0.20,30,6,1002
1002,Mad Men,0.36,45,16,1002
1002,Pony,0.13,30,4,1002
1001,Walking Dead,2.87,40,115,1001
1001,Lost,1.02,45,46,1001
1001,Pony,0.13,30,4,1001
1001,Weeds,0.10,30,3,1001
1001,Mad Men,0.18,45,8,1001
1001,Lorax,0.07,30,2,1001
1000,Walking Dead,3.28,40,131,1000
1000,Lost,1.56,45,70,1000
1000,Weeds,0.43,30,13,1000
1000,Mad Men,0.71,45,32,1000
1000,Lorax,0.17,30,5,1000
1000,Pony,0.03,30,1,1000
999,Walking Dead,3.20,40,128,999
999,Lost,1.51,45,68,999
999,Weeds,0.23,30,7,999
999,Mad Men,0.44,45,20,999
999,Lorax,0.10,30,3,999
999,Pony,0.07,30,2,999
998,Walking Dead,2.55,40,102,998
998,Lost,0.58,45,26,998
998,Mad Men,0.67,45,30,998
998,Weeds,0.33,30,10,998
998,Lorax,0.13,30,4,998
998,Pony,0.10,30,3,998
997,Walking Dead,3.07,40,123,997
997,Lost,1.13,45,51,997
997,Pony,0.17,30,5,997
997,Lorax,0.13,30,4,997
997,Weeds,0.03,30,1,997
997,Mad Men,0.00,45,0,997
996,Walking Dead,3.32,40,133,996
996,Lost,1.47,45,66,996
996,Weeds,0.13,30,4,996
996,Pony,0.07,30,2,996
996,Lorax,0.07,30,2,996
996,Mad Men,0.00,45,0,996
995,Walking Dead,2.98,40,119,995
995,Lost,1.20,45,54,995
995,Weeds,0.07,30,2,995
995,Pony,0.03,30,1,995
995,Lorax,0.03,30,1,995
995,Mad Men,0.00,45,0,995
994,Walking Dead,3.07,40,123,994
994,Lost,1.31,45,59,994
994,Weeds,0.23,30,7,994
994,Mad Men,0.36,45,16,994
994,Pony,0.13,30,4,994
994,Lorax,0.10,30,3,994
993,Walking Dead,2.77,40,111,993
993,Lost,0.82,45,37,993
993,Weeds,0.13,30,4,993
993,Pony,0.13,30,4,993
993,Lorax,0.13,30,4,993
993,Mad Men,0.13,45,6,993
992,Walking Dead,3.22,40,129,992
992,Lost,1.40,45,63,992
992,Pony,0.13,30,4,992
992,Lorax,0.13,30,4,992
992,Mad Men,0.00,45,0,992
992,Weeds,0.00,30,0,992
991,Walking Dead,3.18,40,127,991
991,Lost,1.27,45,57,991
991,Weeds,0.27,30,8,991
991,Lorax,0.23,30,7,991
991,Pony,0.20,30,6,991
991,Mad Men,0.36,45,16,991
990,Walking Dead,3.27,40,131,990
990,Lost,1.36,45,61,990
990,Weeds,0.23,30,7,990
990,Pony,0.23,30,7,990
990,Mad Men,0.31,45,14,990
990,Lorax,0.13,30,4,990
989,Walking Dead,3.18,40,127,989
989,Lost,1.24,45,56,989
989,Weeds,0.23,30,7,989
989,Mad Men,0.27,45,12,989
989,Lorax,0.10,30,3,989
989,Pony,0.07,30,2,989
988,Walking Dead,2.82,40,113,988
988,Lost,0.87,45,39,988
988,Lorax,0.17,30,5,988
988,Weeds,0.10,30,3,988
988,Pony,0.10,30,3,988
988,Mad Men,0.00,45,0,988
987,Walking Dead,3.62,40,145,987
987,Lost,1.76,45,79,987
987,Lorax,0.07,30,2,987
987,Weeds,0.03,30,1,987
987,Pony,0.03,30,1,987
987,Mad Men,0.00,45,0,987
986,Walking Dead,2.68,40,107,986
986,Lost,0.78,45,35,986
986,Weeds,0.40,30,12,986
986,Mad Men,0.53,45,24,986
986,Pony,0.13,30,4,986
986,Lorax,0.13,30,4,986
985,Walking Dead,3.00,40,120,985
985,Lost,1.24,45,56,985
985,Weeds,0.20,30,6,985
985,Mad Men,0.36,45,16,985
985,Pony,0.10,30,3,985
985,Lorax,0.03,30,1,985
984,Walking Dead,2.90,40,116,984
984,Lost,0.96,45,43,984
984,Weeds,0.23,30,7,984
984,Mad Men,0.44,45,20,984
984,Pony,0.07,30,2,984
984,Lorax,0.07,30,2,984
983,Walking Dead,2.63,40,105,983
983,Lost,0.87,45,39,983
983,Weeds,0.50,30,15,983
983,Mad Men,0.98,45,44,983
983,Lorax,0.13,30,4,983
983,Pony,0.10,30,3,983
982,Walking Dead,2.78,40,111,982
982,Lost,0.98,45,44,982
982,Pony,0.23,30,7,982
982,Lorax,0.17,30,5,982
982,Weeds,0.10,30,3,982
982,Mad Men,0.13,45,6,982
981,Walking Dead,3.10,40,124,981
981,Lost,1.11,45,50,981
981,Weeds,0.13,30,4,981
981,Pony,0.13,30,4,981
981,Lorax,0.10,30,3,981
981,Mad Men,0.13,45,6,981
980,Walking Dead,3.15,40,126,980
980,Lost,1.20,45,54,980
980,Weeds,0.20,30,6,980
980,Mad Men,0.31,45,14,980
980,Lorax,0.10,30,3,980
980,Pony,0.07,30,2,980
979,Walking Dead,3.22,40,129,979
979,Lost,1.40,45,63,979
979,Weeds,0.23,30,7,979
979,Mad Men,0.44,45,20,979
979,Pony,0.17,30,5,979
979,Lorax,0.13,30,4,979
978,Walking Dead,2.77,40,111,978
978,Lost,0.96,45,43,978
978,Weeds,0.17,30,5,978
978,Pony,0.17,30,5,978
978,Mad Men,0.22,45,10,978
978,Lorax,0.10,30,3,978
977,Walking Dead,3.43,40,137,977
977,Lost,1.78,45,80,977
977,Pony,0.23,30,7,977
977,Lorax,0.17,30,5,977
977,Weeds,0.03,30,1,977
977,Mad Men,0.00,45,0,977
976,Walking Dead,2.90,40,116,976
976,Lost,1.11,45,50,976
976,Pony,0.27,30,8,976
976,Lorax,0.27,30,8,976
976,Weeds,0.23,30,7,976
976,Mad Men,0.44,45,20,976
975,Walking Dead,3.05,40,122,975
975,Lost,1.16,45,52,975
975,Weeds,0.27,30,8,975
975,Mad Men,0.49,45,22,975
975,Pony,0.17,30,5,975
975,Lorax,0.07,30,2,975
974,Walking Dead,3.23,40,129,974
974,Lost,1.29,45,58,974
974,Weeds,0.17,30,5,974
974,Mad Men,0.27,45,12,974
974,Lorax,0.13,30,4,974
974,Pony,0.10,30,3,974
973,Walking Dead,3.07,40,123,973
973,Lost,1.18,45,53,973
973,Weeds,0.10,30,3,973
973,Pony,0.07,30,2,973
973,Lorax,0.07,30,2,973
973,Mad Men,0.00,45,0,973
972,Walking Dead,3.33,40,133,972
972,Lost,1.47,45,66,972
972,Weeds,0.17,30,5,972
972,Mad Men,0.22,45,10,972
972,Pony,0.10,30,3,972
972,Lorax,0.07,30,2,972
971,Walking Dead,2.53,40,101,971
971,Lost,0.62,45,28,971
971,Mad Men,0.71,45,32,971
971,Weeds,0.33,30,10,971
971,Pony,0.07,30,2,971
971,Lorax,0.07,30,2,971
970,Walking Dead,2.92,40,117,970
970,Lost,1.07,45,48,970
970,Pony,0.17,30,5,970
970,Mad Men,0.27,45,12,970
970,Weeds,0.13,30,4,970
970,Lorax,0.10,30,3,970
969,Walking Dead,3.35,40,134,969
969,Lost,1.64,45,74,969
969,Weeds,0.17,30,5,969
969,Lorax,0.17,30,5,969
969,Mad Men,0.31,45,14,969
969,Pony,0.13,30,4,969
968,Walking Dead,2.88,40,115,968
968,Lost,1.09,45,49,968
968,Mad Men,0.27,45,12,968
968,Weeds,0.13,30,4,968
968,Pony,0.13,30,4,968
968,Lorax,0.13,30,4,968
967,Walking Dead,2.68,40,107,967
967,Lost,0.87,45,39,967
967,Weeds,0.43,30,13,967
967,Mad Men,0.76,45,34,967
967,Pony,0.20,30,6,967
967,Lorax,0.17,30,5,967
966,Walking Dead,3.02,40,121,966
966,Lost,1.16,45,52,966
966,Weeds,0.30,30,9,966
966,Mad Men,0.40,45,18,966
966,Pony,0.17,30,5,966
966,Lorax,0.13,30,4,966
965,Walking Dead,3.48,40,139,965
965,Lost,1.58,45,71,965
965,Pony,0.17,30,5,965
965,Lorax,0.07,30,2,965
965,Weeds,0.03,30,1,965
965,Mad Men,0.00,45,0,965
964,Walking Dead,2.92,40,117,964
964,Lost,1.09,45,49,964
964,Mad Men,0.31,45,14,964
964,Weeds,0.13,30,4,964
964,Pony,0.13,30,4,964
964,Lorax,0.13,30,4,964
963,Walking Dead,2.95,40,118,963
963,Lost,1.20,45,54,963
963,Weeds,0.17,30,5,963
963,Pony,0.13,30,4,963
963,Lorax,0.10,30,3,963
963,Mad Men,0.18,45,8,963
962,Walking Dead,2.97,40,119,962
962,Lost,1.04,45,47,962
962,Pony,0.10,30,3,962
962,Lorax,0.10,30,3,962
962,Weeds,0.07,30,2,962
962,Mad Men,0.00,45,0,962
961,Walking Dead,3.12,40,125,961
961,Lost,1.47,45,66,961
961,Pony,0.17,30,5,961
961,Lorax,0.17,30,5,961
961,Weeds,0.07,30,2,961
961,Mad Men,0.09,45,4,961
960,Walking Dead,2.75,40,110,960
960,Lost,0.84,45,38,960
960,Weeds,0.13,30,4,960
960,Pony,0.13,30,4,960
960,Lorax,0.10,30,3,960
960,Mad Men,0.13,45,6,960
959,Walking Dead,3.43,40,137,959
959,Lost,1.80,45,81,959
959,Weeds,0.27,30,8,959
959,Mad Men,0.49,45,22,959
959,Lorax,0.07,30,2,959
959,Pony,0.03,30,1,959
958,Walking Dead,3.12,40,125,958
958,Lost,1.20,45,54,958
958,Lorax,0.17,30,5,958
958,Pony,0.13,30,4,958
958,Mad Men,0.00,45,0,958
958,Weeds,0.00,30,0,958
957,Walking Dead,2.72,40,109,957
957,Lost,1.00,45,45,957
957,Lorax,0.23,30,7,957
957,Mad Men,0.40,45,18,957
957,Weeds,0.17,30,5,957
957,Pony,0.07,30,2,957
956,Walking Dead,2.60,40,104,956
956,Lost,0.62,45,28,956
956,Weeds,0.17,30,5,956
956,Pony,0.17,30,5,956
956,Lorax,0.17,30,5,956
956,Mad Men,0.31,45,14,956
955,Walking Dead,3.03,40,121,955
955,Lost,1.09,45,49,955
955,Weeds,0.10,30,3,955
955,Pony,0.07,30,2,955
955,Mad Men,0.09,45,4,955
955,Lorax,0.03,30,1,955
954,Walking Dead,2.77,40,111,954
954,Lost,0.96,45,43,954
954,Weeds,0.37,30,11,954
954,Mad Men,0.53,45,24,954
954,Lorax,0.27,30,8,954
954,Pony,0.17,30,5,954
953,Walking Dead,2.93,40,117,953
953,Lost,1.04,45,47,953
953,Lorax,0.27,30,8,953
953,Mad Men,0.27,45,12,953
953,Weeds,0.13,30,4,953
953,Pony,0.13,30,4,953
952,Walking Dead,2.87,40,115,952
952,Lost,1.16,45,52,952
952,Mad Men,0.71,45,32,952
952,Weeds,0.30,30,9,952
952,Pony,0.10,30,3,952
952,Lorax,0.10,30,3,952
951,Walking Dead,3.50,40,140,951
951,Lost,1.60,45,72,951
951,Lorax,0.10,30,3,951
951,Pony,0.07,30,2,951
951,Mad Men,0.00,45,0,951
951,Weeds,0.00,30,0,951
950,Walking Dead,2.90,40,116,950
950,Lost,0.89,45,40,950
950,Weeds,0.13,30,4,950
950,Mad Men,0.22,45,10,950
950,Pony,0.10,30,3,950
950,Lorax,0.10,30,3,950
949,Walking Dead,3.07,40,123,949
949,Lost,1.24,45,56,949
949,Weeds,0.17,30,5,949
949,Mad Men,0.22,45,10,949
949,Lorax,0.07,30,2,949
949,Pony,0.03,30,1,949
948,Walking Dead,3.05,40,122,948
